year,column_name,total_count,count_not_nulls,survey_table_name
2012,ACCRD1_label,7651,0,InstitutionalCharacteristics_IC
2011,ACCRD1_label,7591,0,InstitutionalCharacteristics_IC
2010,ACCRD1_label,7367,0,InstitutionalCharacteristics_IC
2009,ACCRD1_label,7135,0,InstitutionalCharacteristics_IC
2008,ACCRD1_label,6559,0,InstitutionalCharacteristics_IC
2007,ACCRD1_label,6902,0,InstitutionalCharacteristics_IC
2006,ACCRD1_label,6891,0,InstitutionalCharacteristics_IC
2005,ACCRD1_label,6844,0,InstitutionalCharacteristics_IC
2004,ACCRD1_label,6804,6804,InstitutionalCharacteristics_IC
2021,ACCRD2,6179,0,InstitutionalCharacteristics_IC
2020,ACCRD2,6264,0,InstitutionalCharacteristics_IC
2019,ACCRD2,6362,0,InstitutionalCharacteristics_IC
2018,ACCRD2,6668,0,InstitutionalCharacteristics_IC
2017,ACCRD2,6882,0,InstitutionalCharacteristics_IC
2016,ACCRD2,7047,0,InstitutionalCharacteristics_IC
2015,ACCRD2,7418,0,InstitutionalCharacteristics_IC
2014,ACCRD2,7531,0,InstitutionalCharacteristics_IC
2013,ACCRD2,7614,0,InstitutionalCharacteristics_IC
2012,ACCRD2,7651,0,InstitutionalCharacteristics_IC
2011,ACCRD2,7591,0,InstitutionalCharacteristics_IC
2010,ACCRD2,7367,0,InstitutionalCharacteristics_IC
2009,ACCRD2,7135,0,InstitutionalCharacteristics_IC
2008,ACCRD2,6559,0,InstitutionalCharacteristics_IC
2007,ACCRD2,6902,0,InstitutionalCharacteristics_IC
2006,ACCRD2,6891,0,InstitutionalCharacteristics_IC
2005,ACCRD2,6844,0,InstitutionalCharacteristics_IC
2004,ACCRD2,6804,6804,InstitutionalCharacteristics_IC
2021,ACCRD2_label,6179,0,InstitutionalCharacteristics_IC
2020,ACCRD2_label,6264,0,InstitutionalCharacteristics_IC
2019,ACCRD2_label,6362,0,InstitutionalCharacteristics_IC
2018,ACCRD2_label,6668,0,InstitutionalCharacteristics_IC
2017,ACCRD2_label,6882,0,InstitutionalCharacteristics_IC
2016,ACCRD2_label,7047,0,InstitutionalCharacteristics_IC
2015,ACCRD2_label,7418,0,InstitutionalCharacteristics_IC
2014,ACCRD2_label,7531,0,InstitutionalCharacteristics_IC
2013,ACCRD2_label,7614,0,InstitutionalCharacteristics_IC
2012,ACCRD2_label,7651,0,InstitutionalCharacteristics_IC
2011,ACCRD2_label,7591,0,InstitutionalCharacteristics_IC
2010,ACCRD2_label,7367,0,InstitutionalCharacteristics_IC
2009,ACCRD2_label,7135,0,InstitutionalCharacteristics_IC
2008,ACCRD2_label,6559,0,InstitutionalCharacteristics_IC
2007,ACCRD2_label,6902,0,InstitutionalCharacteristics_IC
2006,ACCRD2_label,6891,0,InstitutionalCharacteristics_IC
2005,ACCRD2_label,6844,0,InstitutionalCharacteristics_IC
2004,ACCRD2_label,6804,6804,InstitutionalCharacteristics_IC
2021,ACCRD3,6179,0,InstitutionalCharacteristics_IC
2020,ACCRD3,6264,0,InstitutionalCharacteristics_IC
2019,ACCRD3,6362,0,InstitutionalCharacteristics_IC
2018,ACCRD3,6668,0,InstitutionalCharacteristics_IC
2017,ACCRD3,6882,0,InstitutionalCharacteristics_IC
2016,ACCRD3,7047,0,InstitutionalCharacteristics_IC
2015,ACCRD3,7418,0,InstitutionalCharacteristics_IC
2014,ACCRD3,7531,0,InstitutionalCharacteristics_IC
2013,ACCRD3,7614,0,InstitutionalCharacteristics_IC
2012,ACCRD3,7651,0,InstitutionalCharacteristics_IC
2011,ACCRD3,7591,0,InstitutionalCharacteristics_IC
2010,ACCRD3,7367,0,InstitutionalCharacteristics_IC
2009,ACCRD3,7135,0,InstitutionalCharacteristics_IC
2008,ACCRD3,6559,0,InstitutionalCharacteristics_IC
2007,ACCRD3,6902,0,InstitutionalCharacteristics_IC
2006,ACCRD3,6891,0,InstitutionalCharacteristics_IC
2005,ACCRD3,6844,0,InstitutionalCharacteristics_IC
2004,ACCRD3,6804,6804,InstitutionalCharacteristics_IC
2021,ACCRD3_label,6179,0,InstitutionalCharacteristics_IC
2020,ACCRD3_label,6264,0,InstitutionalCharacteristics_IC
2019,ACCRD3_label,6362,0,InstitutionalCharacteristics_IC
2018,ACCRD3_label,6668,0,InstitutionalCharacteristics_IC
2017,ACCRD3_label,6882,0,InstitutionalCharacteristics_IC
2016,ACCRD3_label,7047,0,InstitutionalCharacteristics_IC
2015,ACCRD3_label,7418,0,InstitutionalCharacteristics_IC
2014,ACCRD3_label,7531,0,InstitutionalCharacteristics_IC
2013,ACCRD3_label,7614,0,InstitutionalCharacteristics_IC
2012,ACCRD3_label,7651,0,InstitutionalCharacteristics_IC
2011,ACCRD3_label,7591,0,InstitutionalCharacteristics_IC
2010,ACCRD3_label,7367,0,InstitutionalCharacteristics_IC
2009,ACCRD3_label,7135,0,InstitutionalCharacteristics_IC
2008,ACCRD3_label,6559,0,InstitutionalCharacteristics_IC
2007,ACCRD3_label,6902,0,InstitutionalCharacteristics_IC
2006,ACCRD3_label,6891,0,InstitutionalCharacteristics_IC
2005,ACCRD3_label,6844,0,InstitutionalCharacteristics_IC
2004,ACCRD3_label,6804,6804,InstitutionalCharacteristics_IC
2021,ACCRD4,6179,0,InstitutionalCharacteristics_IC
2020,ACCRD4,6264,0,InstitutionalCharacteristics_IC
2019,ACCRD4,6362,0,InstitutionalCharacteristics_IC
2018,ACCRD4,6668,0,InstitutionalCharacteristics_IC
2017,ACCRD4,6882,0,InstitutionalCharacteristics_IC
2016,ACCRD4,7047,0,InstitutionalCharacteristics_IC
2015,ACCRD4,7418,0,InstitutionalCharacteristics_IC
2014,ACCRD4,7531,0,InstitutionalCharacteristics_IC
2013,ACCRD4,7614,0,InstitutionalCharacteristics_IC
2012,ACCRD4,7651,0,InstitutionalCharacteristics_IC
2011,ACCRD4,7591,0,InstitutionalCharacteristics_IC
2010,ACCRD4,7367,0,InstitutionalCharacteristics_IC
2009,ACCRD4,7135,0,InstitutionalCharacteristics_IC
2008,ACCRD4,6559,0,InstitutionalCharacteristics_IC
2007,ACCRD4,6902,0,InstitutionalCharacteristics_IC
2006,ACCRD4,6891,0,InstitutionalCharacteristics_IC
2005,ACCRD4,6844,0,InstitutionalCharacteristics_IC
2004,ACCRD4,6804,6804,InstitutionalCharacteristics_IC
2021,ACCRD4_label,6179,0,InstitutionalCharacteristics_IC
2020,ACCRD4_label,6264,0,InstitutionalCharacteristics_IC
2019,ACCRD4_label,6362,0,InstitutionalCharacteristics_IC
2018,ACCRD4_label,6668,0,InstitutionalCharacteristics_IC
2017,ACCRD4_label,6882,0,InstitutionalCharacteristics_IC
2016,ACCRD4_label,7047,0,InstitutionalCharacteristics_IC
2015,ACCRD4_label,7418,0,InstitutionalCharacteristics_IC
2014,ACCRD4_label,7531,0,InstitutionalCharacteristics_IC
2013,ACCRD4_label,7614,0,InstitutionalCharacteristics_IC
2012,ACCRD4_label,7651,0,InstitutionalCharacteristics_IC
2011,ACCRD4_label,7591,0,InstitutionalCharacteristics_IC
2010,ACCRD4_label,7367,0,InstitutionalCharacteristics_IC
2009,ACCRD4_label,7135,0,InstitutionalCharacteristics_IC
2008,ACCRD4_label,6559,0,InstitutionalCharacteristics_IC
2007,ACCRD4_label,6902,0,InstitutionalCharacteristics_IC
2006,ACCRD4_label,6891,0,InstitutionalCharacteristics_IC
2005,ACCRD4_label,6844,0,InstitutionalCharacteristics_IC
2004,ACCRD4_label,6804,6804,InstitutionalCharacteristics_IC
2021,ACTCM25,6179,0,InstitutionalCharacteristics_IC
2020,ACTCM25,6264,0,InstitutionalCharacteristics_IC
2019,ACTCM25,6362,0,InstitutionalCharacteristics_IC
2018,ACTCM25,6668,0,InstitutionalCharacteristics_IC
2017,ACTCM25,6882,0,InstitutionalCharacteristics_IC
2016,ACTCM25,7047,0,InstitutionalCharacteristics_IC
2015,ACTCM25,7418,0,InstitutionalCharacteristics_IC
2014,ACTCM25,7531,0,InstitutionalCharacteristics_IC
2013,ACTCM25,7614,1351,InstitutionalCharacteristics_IC
2012,ACTCM25,7651,1339,InstitutionalCharacteristics_IC
2011,ACTCM25,7591,1341,InstitutionalCharacteristics_IC
2010,ACTCM25,7367,1341,InstitutionalCharacteristics_IC
2009,ACTCM25,7135,1332,InstitutionalCharacteristics_IC
2008,ACTCM25,6559,1318,InstitutionalCharacteristics_IC
2007,ACTCM25,6902,1323,InstitutionalCharacteristics_IC
2006,ACTCM25,6891,1306,InstitutionalCharacteristics_IC
2005,ACTCM25,6844,1304,InstitutionalCharacteristics_IC
2004,ACTCM25,6804,1219,InstitutionalCharacteristics_IC
2021,ACTCM75,6179,0,InstitutionalCharacteristics_IC
2020,ACTCM75,6264,0,InstitutionalCharacteristics_IC
2019,ACTCM75,6362,0,InstitutionalCharacteristics_IC
2018,ACTCM75,6668,0,InstitutionalCharacteristics_IC
2017,ACTCM75,6882,0,InstitutionalCharacteristics_IC
2016,ACTCM75,7047,0,InstitutionalCharacteristics_IC
2015,ACTCM75,7418,0,InstitutionalCharacteristics_IC
2014,ACTCM75,7531,0,InstitutionalCharacteristics_IC
2013,ACTCM75,7614,1351,InstitutionalCharacteristics_IC
2012,ACTCM75,7651,1339,InstitutionalCharacteristics_IC
2011,ACTCM75,7591,1341,InstitutionalCharacteristics_IC
2010,ACTCM75,7367,1341,InstitutionalCharacteristics_IC
2009,ACTCM75,7135,1332,InstitutionalCharacteristics_IC
2008,ACTCM75,6559,1318,InstitutionalCharacteristics_IC
2007,ACTCM75,6902,1323,InstitutionalCharacteristics_IC
2006,ACTCM75,6891,1306,InstitutionalCharacteristics_IC
2005,ACTCM75,6844,1304,InstitutionalCharacteristics_IC
2004,ACTCM75,6804,1216,InstitutionalCharacteristics_IC
2021,ACTEN25,6179,0,InstitutionalCharacteristics_IC
2020,ACTEN25,6264,0,InstitutionalCharacteristics_IC
2019,ACTEN25,6362,0,InstitutionalCharacteristics_IC
2018,ACTEN25,6668,0,InstitutionalCharacteristics_IC
2017,ACTEN25,6882,0,InstitutionalCharacteristics_IC
2016,ACTEN25,7047,0,InstitutionalCharacteristics_IC
2015,ACTEN25,7418,0,InstitutionalCharacteristics_IC
2014,ACTEN25,7531,0,InstitutionalCharacteristics_IC
2013,ACTEN25,7614,1175,InstitutionalCharacteristics_IC
2012,ACTEN25,7651,1155,InstitutionalCharacteristics_IC
2011,ACTEN25,7591,1145,InstitutionalCharacteristics_IC
2010,ACTEN25,7367,1147,InstitutionalCharacteristics_IC
2009,ACTEN25,7135,1134,InstitutionalCharacteristics_IC
2008,ACTEN25,6559,1121,InstitutionalCharacteristics_IC
2007,ACTEN25,6902,1117,InstitutionalCharacteristics_IC
2006,ACTEN25,6891,1105,InstitutionalCharacteristics_IC
2005,ACTEN25,6844,1075,InstitutionalCharacteristics_IC
2004,ACTEN25,6804,1007,InstitutionalCharacteristics_IC
2021,ACTEN75,6179,0,InstitutionalCharacteristics_IC
2020,ACTEN75,6264,0,InstitutionalCharacteristics_IC
2019,ACTEN75,6362,0,InstitutionalCharacteristics_IC
2018,ACTEN75,6668,0,InstitutionalCharacteristics_IC
2017,ACTEN75,6882,0,InstitutionalCharacteristics_IC
2016,ACTEN75,7047,0,InstitutionalCharacteristics_IC
2015,ACTEN75,7418,0,InstitutionalCharacteristics_IC
2014,ACTEN75,7531,0,InstitutionalCharacteristics_IC
2013,ACTEN75,7614,1175,InstitutionalCharacteristics_IC
2012,ACTEN75,7651,1155,InstitutionalCharacteristics_IC
2011,ACTEN75,7591,1145,InstitutionalCharacteristics_IC
2010,ACTEN75,7367,1147,InstitutionalCharacteristics_IC
2009,ACTEN75,7135,1134,InstitutionalCharacteristics_IC
2008,ACTEN75,6559,1121,InstitutionalCharacteristics_IC
2007,ACTEN75,6902,1117,InstitutionalCharacteristics_IC
2006,ACTEN75,6891,1105,InstitutionalCharacteristics_IC
2005,ACTEN75,6844,1076,InstitutionalCharacteristics_IC
2004,ACTEN75,6804,1004,InstitutionalCharacteristics_IC
2021,ACTMT25,6179,0,InstitutionalCharacteristics_IC
2020,ACTMT25,6264,0,InstitutionalCharacteristics_IC
2019,ACTMT25,6362,0,InstitutionalCharacteristics_IC
2018,ACTMT25,6668,0,InstitutionalCharacteristics_IC
2017,ACTMT25,6882,0,InstitutionalCharacteristics_IC
2016,ACTMT25,7047,0,InstitutionalCharacteristics_IC
2015,ACTMT25,7418,0,InstitutionalCharacteristics_IC
2014,ACTMT25,7531,0,InstitutionalCharacteristics_IC
2013,ACTMT25,7614,1176,InstitutionalCharacteristics_IC
2012,ACTMT25,7651,1154,InstitutionalCharacteristics_IC
2011,ACTMT25,7591,1144,InstitutionalCharacteristics_IC
2010,ACTMT25,7367,1145,InstitutionalCharacteristics_IC
2009,ACTMT25,7135,1133,InstitutionalCharacteristics_IC
2008,ACTMT25,6559,1121,InstitutionalCharacteristics_IC
2007,ACTMT25,6902,1115,InstitutionalCharacteristics_IC
2006,ACTMT25,6891,1104,InstitutionalCharacteristics_IC
2005,ACTMT25,6844,1075,InstitutionalCharacteristics_IC
2004,ACTMT25,6804,1005,InstitutionalCharacteristics_IC
2021,ACTMT75,6179,0,InstitutionalCharacteristics_IC
2020,ACTMT75,6264,0,InstitutionalCharacteristics_IC
2019,ACTMT75,6362,0,InstitutionalCharacteristics_IC
2018,ACTMT75,6668,0,InstitutionalCharacteristics_IC
2017,ACTMT75,6882,0,InstitutionalCharacteristics_IC
2016,ACTMT75,7047,0,InstitutionalCharacteristics_IC
2015,ACTMT75,7418,0,InstitutionalCharacteristics_IC
2014,ACTMT75,7531,0,InstitutionalCharacteristics_IC
2013,ACTMT75,7614,1176,InstitutionalCharacteristics_IC
2012,ACTMT75,7651,1154,InstitutionalCharacteristics_IC
2011,ACTMT75,7591,1144,InstitutionalCharacteristics_IC
2010,ACTMT75,7367,1145,InstitutionalCharacteristics_IC
2009,ACTMT75,7135,1133,InstitutionalCharacteristics_IC
2008,ACTMT75,6559,1121,InstitutionalCharacteristics_IC
2007,ACTMT75,6902,1115,InstitutionalCharacteristics_IC
2006,ACTMT75,6891,1104,InstitutionalCharacteristics_IC
2005,ACTMT75,6844,1076,InstitutionalCharacteristics_IC
2004,ACTMT75,6804,1002,InstitutionalCharacteristics_IC
2021,ACTNUM,6179,0,InstitutionalCharacteristics_IC
2020,ACTNUM,6264,0,InstitutionalCharacteristics_IC
2019,ACTNUM,6362,0,InstitutionalCharacteristics_IC
2018,ACTNUM,6668,0,InstitutionalCharacteristics_IC
2017,ACTNUM,6882,0,InstitutionalCharacteristics_IC
2016,ACTNUM,7047,0,InstitutionalCharacteristics_IC
2015,ACTNUM,7418,0,InstitutionalCharacteristics_IC
2014,ACTNUM,7531,0,InstitutionalCharacteristics_IC
2013,ACTNUM,7614,1438,InstitutionalCharacteristics_IC
2012,ACTNUM,7651,1445,InstitutionalCharacteristics_IC
2011,ACTNUM,7591,1437,InstitutionalCharacteristics_IC
2010,ACTNUM,7367,1453,InstitutionalCharacteristics_IC
2009,ACTNUM,7135,1470,InstitutionalCharacteristics_IC
2008,ACTNUM,6559,1483,InstitutionalCharacteristics_IC
2007,ACTNUM,6902,1511,InstitutionalCharacteristics_IC
2006,ACTNUM,6891,1399,InstitutionalCharacteristics_IC
2005,ACTNUM,6844,1394,InstitutionalCharacteristics_IC
2004,ACTNUM,6804,1393,InstitutionalCharacteristics_IC
2021,ACTPCT,6179,0,InstitutionalCharacteristics_IC
2020,ACTPCT,6264,0,InstitutionalCharacteristics_IC
2019,ACTPCT,6362,0,InstitutionalCharacteristics_IC
2018,ACTPCT,6668,0,InstitutionalCharacteristics_IC
2017,ACTPCT,6882,0,InstitutionalCharacteristics_IC
2016,ACTPCT,7047,0,InstitutionalCharacteristics_IC
2015,ACTPCT,7418,0,InstitutionalCharacteristics_IC
2014,ACTPCT,7531,0,InstitutionalCharacteristics_IC
2013,ACTPCT,7614,1438,InstitutionalCharacteristics_IC
2012,ACTPCT,7651,1445,InstitutionalCharacteristics_IC
2011,ACTPCT,7591,1436,InstitutionalCharacteristics_IC
2010,ACTPCT,7367,1453,InstitutionalCharacteristics_IC
2009,ACTPCT,7135,1459,InstitutionalCharacteristics_IC
2008,ACTPCT,6559,1477,InstitutionalCharacteristics_IC
2007,ACTPCT,6902,1393,InstitutionalCharacteristics_IC
2006,ACTPCT,6891,1394,InstitutionalCharacteristics_IC
2005,ACTPCT,6844,1388,InstitutionalCharacteristics_IC
2004,ACTPCT,6804,1375,InstitutionalCharacteristics_IC
2021,ACTWR25,6179,0,InstitutionalCharacteristics_IC
2020,ACTWR25,6264,0,InstitutionalCharacteristics_IC
2019,ACTWR25,6362,0,InstitutionalCharacteristics_IC
2018,ACTWR25,6668,0,InstitutionalCharacteristics_IC
2017,ACTWR25,6882,0,InstitutionalCharacteristics_IC
2016,ACTWR25,7047,0,InstitutionalCharacteristics_IC
2015,ACTWR25,7418,0,InstitutionalCharacteristics_IC
2014,ACTWR25,7531,0,InstitutionalCharacteristics_IC
2013,ACTWR25,7614,302,InstitutionalCharacteristics_IC
2012,ACTWR25,7651,272,InstitutionalCharacteristics_IC
2011,ACTWR25,7591,268,InstitutionalCharacteristics_IC
2010,ACTWR25,7367,224,InstitutionalCharacteristics_IC
2009,ACTWR25,7135,73,InstitutionalCharacteristics_IC
2008,ACTWR25,6559,317,InstitutionalCharacteristics_IC
2007,ACTWR25,6902,0,InstitutionalCharacteristics_IC
2006,ACTWR25,6891,0,InstitutionalCharacteristics_IC
2005,ACTWR25,6844,0,InstitutionalCharacteristics_IC
2004,ACTWR25,6804,0,InstitutionalCharacteristics_IC
2021,ACTWR75,6179,0,InstitutionalCharacteristics_IC
2020,ACTWR75,6264,0,InstitutionalCharacteristics_IC
2019,ACTWR75,6362,0,InstitutionalCharacteristics_IC
2018,ACTWR75,6668,0,InstitutionalCharacteristics_IC
2017,ACTWR75,6882,0,InstitutionalCharacteristics_IC
2016,ACTWR75,7047,0,InstitutionalCharacteristics_IC
2015,ACTWR75,7418,0,InstitutionalCharacteristics_IC
2014,ACTWR75,7531,0,InstitutionalCharacteristics_IC
2013,ACTWR75,7614,302,InstitutionalCharacteristics_IC
2012,ACTWR75,7651,271,InstitutionalCharacteristics_IC
2011,ACTWR75,7591,268,InstitutionalCharacteristics_IC
2010,ACTWR75,7367,224,InstitutionalCharacteristics_IC
2009,ACTWR75,7135,73,InstitutionalCharacteristics_IC
2008,ACTWR75,6559,317,InstitutionalCharacteristics_IC
2007,ACTWR75,6902,0,InstitutionalCharacteristics_IC
2006,ACTWR75,6891,0,InstitutionalCharacteristics_IC
2005,ACTWR75,6844,0,InstitutionalCharacteristics_IC
2004,ACTWR75,6804,0,InstitutionalCharacteristics_IC
2021,ADMCON1,6179,0,InstitutionalCharacteristics_IC
2020,ADMCON1,6264,0,InstitutionalCharacteristics_IC
2019,ADMCON1,6362,0,InstitutionalCharacteristics_IC
2018,ADMCON1,6668,0,InstitutionalCharacteristics_IC
2017,ADMCON1,6882,0,InstitutionalCharacteristics_IC
2016,ADMCON1,7047,0,InstitutionalCharacteristics_IC
2015,ADMCON1,7418,0,InstitutionalCharacteristics_IC
2014,ADMCON1,7531,0,InstitutionalCharacteristics_IC
2013,ADMCON1,7614,7614,InstitutionalCharacteristics_IC
2012,ADMCON1,7651,7651,InstitutionalCharacteristics_IC
2011,ADMCON1,7591,7591,InstitutionalCharacteristics_IC
2010,ADMCON1,7367,7367,InstitutionalCharacteristics_IC
2009,ADMCON1,7135,7135,InstitutionalCharacteristics_IC
2008,ADMCON1,6559,6559,InstitutionalCharacteristics_IC
2007,ADMCON1,6902,6902,InstitutionalCharacteristics_IC
2006,ADMCON1,6891,6891,InstitutionalCharacteristics_IC
2005,ADMCON1,6844,6844,InstitutionalCharacteristics_IC
2004,ADMCON1,6804,6804,InstitutionalCharacteristics_IC
2021,ADMCON1_label,6179,0,InstitutionalCharacteristics_IC
2020,ADMCON1_label,6264,0,InstitutionalCharacteristics_IC
2019,ADMCON1_label,6362,0,InstitutionalCharacteristics_IC
2018,ADMCON1_label,6668,0,InstitutionalCharacteristics_IC
2017,ADMCON1_label,6882,0,InstitutionalCharacteristics_IC
2016,ADMCON1_label,7047,0,InstitutionalCharacteristics_IC
2015,ADMCON1_label,7418,0,InstitutionalCharacteristics_IC
2014,ADMCON1_label,7531,0,InstitutionalCharacteristics_IC
2013,ADMCON1_label,7614,7614,InstitutionalCharacteristics_IC
2012,ADMCON1_label,7651,7651,InstitutionalCharacteristics_IC
2011,ADMCON1_label,7591,7591,InstitutionalCharacteristics_IC
2010,ADMCON1_label,7367,7367,InstitutionalCharacteristics_IC
2009,ADMCON1_label,7135,7135,InstitutionalCharacteristics_IC
2008,ADMCON1_label,6559,6559,InstitutionalCharacteristics_IC
2007,ADMCON1_label,6902,6902,InstitutionalCharacteristics_IC
2006,ADMCON1_label,6891,6891,InstitutionalCharacteristics_IC
2005,ADMCON1_label,6844,6844,InstitutionalCharacteristics_IC
2004,ADMCON1_label,6804,6804,InstitutionalCharacteristics_IC
2021,ADMCON2,6179,0,InstitutionalCharacteristics_IC
2020,ADMCON2,6264,0,InstitutionalCharacteristics_IC
2019,ADMCON2,6362,0,InstitutionalCharacteristics_IC
2018,ADMCON2,6668,0,InstitutionalCharacteristics_IC
2017,ADMCON2,6882,0,InstitutionalCharacteristics_IC
2016,ADMCON2,7047,0,InstitutionalCharacteristics_IC
2015,ADMCON2,7418,0,InstitutionalCharacteristics_IC
2014,ADMCON2,7531,0,InstitutionalCharacteristics_IC
2013,ADMCON2,7614,7614,InstitutionalCharacteristics_IC
2012,ADMCON2,7651,7651,InstitutionalCharacteristics_IC
2011,ADMCON2,7591,7591,InstitutionalCharacteristics_IC
2010,ADMCON2,7367,7367,InstitutionalCharacteristics_IC
2009,ADMCON2,7135,7135,InstitutionalCharacteristics_IC
2008,ADMCON2,6559,6559,InstitutionalCharacteristics_IC
2007,ADMCON2,6902,6902,InstitutionalCharacteristics_IC
2006,ADMCON2,6891,6891,InstitutionalCharacteristics_IC
2005,ADMCON2,6844,6844,InstitutionalCharacteristics_IC
2004,ADMCON2,6804,6804,InstitutionalCharacteristics_IC
2021,ADMCON2_label,6179,0,InstitutionalCharacteristics_IC
2020,ADMCON2_label,6264,0,InstitutionalCharacteristics_IC
2019,ADMCON2_label,6362,0,InstitutionalCharacteristics_IC
2018,ADMCON2_label,6668,0,InstitutionalCharacteristics_IC
2017,ADMCON2_label,6882,0,InstitutionalCharacteristics_IC
2016,ADMCON2_label,7047,0,InstitutionalCharacteristics_IC
2015,ADMCON2_label,7418,0,InstitutionalCharacteristics_IC
2014,ADMCON2_label,7531,0,InstitutionalCharacteristics_IC
2013,ADMCON2_label,7614,7614,InstitutionalCharacteristics_IC
2012,ADMCON2_label,7651,7651,InstitutionalCharacteristics_IC
2011,ADMCON2_label,7591,7591,InstitutionalCharacteristics_IC
2010,ADMCON2_label,7367,7367,InstitutionalCharacteristics_IC
2009,ADMCON2_label,7135,7135,InstitutionalCharacteristics_IC
2008,ADMCON2_label,6559,6559,InstitutionalCharacteristics_IC
2007,ADMCON2_label,6902,6902,InstitutionalCharacteristics_IC
2006,ADMCON2_label,6891,6891,InstitutionalCharacteristics_IC
2005,ADMCON2_label,6844,6844,InstitutionalCharacteristics_IC
2004,ADMCON2_label,6804,6804,InstitutionalCharacteristics_IC
2021,ADMCON3,6179,0,InstitutionalCharacteristics_IC
2020,ADMCON3,6264,0,InstitutionalCharacteristics_IC
2019,ADMCON3,6362,0,InstitutionalCharacteristics_IC
2018,ADMCON3,6668,0,InstitutionalCharacteristics_IC
2017,ADMCON3,6882,0,InstitutionalCharacteristics_IC
2016,ADMCON3,7047,0,InstitutionalCharacteristics_IC
2015,ADMCON3,7418,0,InstitutionalCharacteristics_IC
2014,ADMCON3,7531,0,InstitutionalCharacteristics_IC
2013,ADMCON3,7614,7614,InstitutionalCharacteristics_IC
2012,ADMCON3,7651,7651,InstitutionalCharacteristics_IC
2011,ADMCON3,7591,7591,InstitutionalCharacteristics_IC
2010,ADMCON3,7367,7367,InstitutionalCharacteristics_IC
2009,ADMCON3,7135,7135,InstitutionalCharacteristics_IC
2008,ADMCON3,6559,6559,InstitutionalCharacteristics_IC
2007,ADMCON3,6902,6902,InstitutionalCharacteristics_IC
2006,ADMCON3,6891,6891,InstitutionalCharacteristics_IC
2005,ADMCON3,6844,6844,InstitutionalCharacteristics_IC
2004,ADMCON3,6804,6804,InstitutionalCharacteristics_IC
2021,ADMCON3_label,6179,0,InstitutionalCharacteristics_IC
2020,ADMCON3_label,6264,0,InstitutionalCharacteristics_IC
2019,ADMCON3_label,6362,0,InstitutionalCharacteristics_IC
2018,ADMCON3_label,6668,0,InstitutionalCharacteristics_IC
2017,ADMCON3_label,6882,0,InstitutionalCharacteristics_IC
2016,ADMCON3_label,7047,0,InstitutionalCharacteristics_IC
2015,ADMCON3_label,7418,0,InstitutionalCharacteristics_IC
